AALI|Astra Agro Lestari Tbk.|1924688333|1924688333|64200|318800
ABBA|Mahaka Media Tbk.|2755125000|2755125000|0|0
ABDA|Asuransi Bina Dana Arta Tbk.|620806680|620806680|0|0
ABMM|ABM Investama Tbk.|2753165000|2753165000|0|0
ACES|Ace Hardware Indonesia Tbk.|17150000000|1715000000|13462600|31895900
ACST|Acset Indonusa Tbk.|700000000|700000000|0|0
ADES|Akasha Wira International Tbk.|589896800|589896800|0|0
ADHI|Adhi Karya (Persero) Tbk.|3560849376|3560849376|2214800|1770100
ADMF|Adira Dinamika Multi Finance Tbk.|1000000000|1000000000|2000|0
ADMG|Polychem Indonesia Tbk|3889179559|3889179559|0|0
ADRO|Adaro Energy Tbk.|31985962000|3198596200|18459625|12626425
AGRO|Bank Rakyat Indonesia Agroniaga Tbk.|11364918541|1136491854|75000|660000
AGRS|Bank Agris Tbk.|5203614878|5203614878|0|0
AHAP|Asuransi Harta Aman Pratama Tbk.|840000000|840000000|0|0
AIMS|Akbar Indo Makmur Stimec Tbk|110000000|110000000|0|0
AISA|Tiga Pilar Sejahtera Food Tbk.|3218600000|3218600000|732100|699100
AKKU|Alam Karya Unggul Tbk.|253000000|253000000|0|0
AKPI|Argha Karya Prima Industry Tbk.|680000000|680000000|0|0
AKRA|AKR Corporindo Tbk.|3990227170|3990227170|2053500|2333500
AKSI|Majapahit Inti Corpora Tbk.|720000000|720000000|0|0
ALDO|Alkindo Naratama Tbk.|550000000|550000000|0|0
ALKA|Alakasa Industrindo Tbk|507665055|507665055|0|0
ALMI|Alumindo Light Metal Industry Tbk.|616000000|616000000|0|0
ALTO|Tri Banyan Tirta Tbk.|2186528090|2186528090|0|0
AMAG|Asuransi Multi Artha Guna Tbk.|5001552516|5001552516|0|0
AMFG|Asahimas Flat Glass Tbk.|434000000|434000000|0|0
AMIN|Ateliers Mecaniques D Indonesie Tbk.|1080000000|1080000000|0|0
AMRT|Sumber Alfaria Trijaya Tbk.|41524501700|4152450170|967900|1346200
ANJT|Austindo Nusantara Jaya Tbk.|3354175000|3354175000|0|0
ANTM|Aneka Tambang (Persero) Tbk.|24030764725|2403076472|670000|2316900
APEX|Apexindo Pratama Duta Tbk.|2659850000|2659850000|0|0
APIC|Pacific Strategic Financial Tbk.|2940498750|2940498750|0|0
APII|Arita Prima Indonesia Tbk.|1075760000|1075760000|0|0
APLI|Asiaplast Industries Tbk.|1500000000|1500000000|0|0
APLN|Agung Podomoro Land Tbk.|20500900000|2050090000|22210100|2105600
APOL|Arpeni Pratama Ocean Line Tbk.|8670479000|8670479000|0|0
ARGO|Argo Pantes Tbk|335557450|335557450|0|0
ARII|Atlas Resources Tbk.|3000000000|3000000000|0|0
ARNA|Arwana Citramulia Tbk.|7341430976|7341430976|2345800|2994200
ARTA|Arthavest Tbk|446674175|446674175|0|0
ARTI|Ratu Prabu Energi Tbk|7840000000|7840000000|0|0
ARTO|Bank Artos Indonesia Tbk.|1194187500|1194187500|0|0
ASBI|Asuransi Bintang Tbk.|348386472|348386472|0|0
ASDM|Asuransi Dayin Mitra Tbk.|192000000|192000000|0|0
ASGR|Astra Graphia Tbk.|1348780500|1348780500|0|2500
ASII|Astra International Tbk.|40483553140|4048355314|23947668|73146784
ASJT|Asuransi Jasa Tania Tbk.|600000000|600000000|0|0
ASMI|Asuransi Kresna Mitra Tbk.|1444069900|1444069900|0|0
ASRI|Alam Sutera Realty Tbk.|19649411888|1964941188|1402000|2107500
ASRM|Asuransi Ramayana Tbk.|214559422|214559422|0|0
ASSA|Adi Sarana Armada Tbk.|3397500000|3397500000|222000|4679100
ATIC|Anabatic Technologies Tbk.|1875000000|1875000000|0|0
ATPK|Bara Jaya Internasional Tbk.|5760245414|5760245414|0|0
AUTO|Astra Otoparts Tbk.|4819733000|4819733000|402800|413100
BABP|Bank MNC Internasional Tbk.|18938267441|1893826744|0|0
BACA|Bank Capital Indonesia Tbk.|6967327778|6967327778|0|0
BAJA|Saranacentral Bajatama Tbk.|1800000000|1800000000|0|0
BALI|Bali Towerindo Sentra Tbk.|3634091500|3634091500|0|0
BAPA|Bekasi Asri Pemula Tbk.|661784520|661784520|0|0
BATA|Sepatu Bata Tbk.|1300000000|1300000000|0|0
BAYU|Bayu Buana Tbk|353220780|353220780|0|0
BBCA|Bank Central Asia Tbk.|24408459120|2440845912|37203873|48881500
BBHI|Bank Harda Internasional Tbk.|3613500000|3613500000|0|0
BBKP|Bank Bukopin Tbk.|8995754228|8995754228|6080900|2534700
BBLD|Buana Finance Tbk.|1645796054|1645796054|0|0
BBMD|Bank Mestika Dharma Tbk.|4049189100|4049189100|0|0
BBNI|Bank Negara Indonesia (Persero) Tbk.|18462169893|1846216989|6143300|32351300
BBNP|Bank Nusantara Parahyangan Tbk.|670065543|670065543|0|0
BBRI|Bank Rakyat Indonesia (Persero) Tbk.|24422470380|2442247038|28402291|53383150
BBRM|Pelayaran Nasional Bina Buana Raya Tbk.|5367076248|5367076248|0|0
BBTN|Bank Tabungan Negara (Persero) Tbk.|10484100000|1048410000|1443000|14625100
BBYB|Bank Yudha Bhakti Tbk.|3984013440|3984013440|0|0
BCAP|MNC Kapital Indonesia Tbk.|4987658549|4987658549|100100|101400
BCIC|Bank JTrust Indonesia Tbk.|28066675536|2806667553|0|0
BCIP|Bumi Citra Permai Tbk.|1429915525|1429915525|0|0
BDMN|Bank Danamon Indonesia Tbk.|9488796931|9488796931|1924800|1270800
BEKS|Bank Pundi Indonesia Tbk.|10647565981|1064756598|16654900|0
BEST|Bekasi Fajar Industrial Estate Tbk.|9647311150|9647311150|37018100|36353100
BFIN|BFI Finance  Indonesia Tbk.|1596711562|1596711562|0|163100
BGTG|Bank Ganesha Tbk.|11063309400|1106330940|0|0
BHIT|MNC Investama Tbk.|39137175809|3913717580|25442600|23019100
BIKA|Binakarya Jaya Abadi Tbk.|592280000|592280000|0|0
BIMA|Primarindo Asia Infrastructure Tbk.|304087858|304087858|0|0
BINA|Bank Ina Perdana Tbk.|2697750000|2697750000|0|0
BIPI|Benakat Integra Tbk.|36508170014|3650817001|0|0
BIPP|Bhuwanatala Indah Permai Tbk.|4669648436|4669648436|0|0
BIRD|Blue Bird Tbk.|2502100000|2502100000|140300|47900
BISI|BISI International Tbk.|3000000000|3000000000|82800|1889200
BJBR|Bank Pembangunan Daerah Jawa Barat dan B|9599328254|9599328254|21589100|3497500
BJTM|Bank Pembangunan Daerah Jawa Timur Tbk.|14768508132|1476850813|47868900|1041400
BKDP|Bukit Darmo Property Tbk|7315022252|7315022252|0|0
BKSL|Sentul City Tbk.|34536595510|3453659551|9242585|12100200
BKSW|Bank QNB Indonesia Tbk.|8669574538|8669574538|0|0
BLTA|Berlian Laju Tanker Tbk|23483317538|2348331753|0|0
BLTZ|Graha Layar Prima Tbk.|413452593|413452593|0|0
BMAS|Bank Maspion Indonesia Tbk.|3812490000|3812490000|0|0
BMRI|Bank Mandiri (Persero) Tbk.|23099999999|2309999999|11850300|58725700
BMSR|Bintang Mitra Semestaraya Tbk|1159200024|1159200024|0|0
BMTR|Global Mediacom Tbk.|14198613922|1419861392|2277200|2395200
BNBA|Bank Bumi Arta Tbk.|2286900000|2286900000|0|110700
BNBR|Bakrie & Brothers Tbk|93721717528|9372171752|0|0
BNGA|Bank CIMB Niaga Tbk.|24880290775|2488029077|1119900|2262000
BNII|Bank Maybank Indonesia Tbk.|67068027368|6706802736|1758241|60000
BNLI|Bank Permata Tbk.|22116530753|2211653075|362000|5621300
BOLT|Garuda Metalindo Tbk.|2343750000|2343750000|0|0
BORN|Borneo Lumbung Energi & Metal Tbk.|17693000000|1769300000|0|0
BPFI|Batavia Prosperindo Finance Tbk.|1360627100|1360627100|0|2500
BPII|Batavia Prosperindo Internasional Tbk.|514010900|514010900|0|0
BRAM|Indo Kordsa Tbk.|450000000|450000000|0|0
BRAU|Berau Coal Energy Tbk.|34900000000|3490000000|0|0
BRMS|Bumi Resources Minerals Tbk.|25570150644|2557015064|0|0
BRNA|Berlina Tbk.|759000000|759000000|0|0
BRPT|Barito Pacific Tbk.|6979892784|6979892784|25900|107400
BSDE|Bumi Serpong Damai Tbk.|19246696192|1924669619|20960644|16845744
BSIM|Bank Sinarmas Tbk.|15052068522|1505206852|200|200
BSSR|Baramulti Suksessarana Tbk.|2616500000|2616500000|0|0
BSWD|Bank Of India Indonesia Tbk.|1031184000|1031184000|0|0
BTEK|Bumi Teknokultura Unggul Tbk|1102977500|1102977500|3200|68700
BTEL|Bakrie Telecom Tbk.|30584590655|3058459065|0|0
BTON|Betonjaya Manunggal Tbk.|720000000|720000000|0|0
BTPN|Bank Tabungan Pensiunan Nasional Tbk.|5781884384|5781884384|5340800|500500
BUDI|Budi Starch & Sweetener Tbk.|4498997362|4498997362|381500|0
BUKK|Bukaka Teknik Utama Tbk.|2640452000|2640452000|7200|0
BULL|Buana Listya Tama Tbk.|2426895677|2426895677|0|0
BUMI|Bumi Resources Tbk.|36627020427|3662702042|4000000|0
BUVA|Bukit Uluwatu Villa Tbk.|3096031500|3096031500|0|0
BVIC|Bank Victoria International Tbk.|7811747289|7811747289|0|0
BWPT|Eagle High Plantations Tbk.|31525291000|3152529100|2859500|1211800
BYAN|Bayan Resources Tbk.|3333333500|3333333500|0|0
CANI|Capitol Nusantara Indonesia Tbk.|833440000|833440000|0|0
CASA|Capital Financial Indonesia Tbk.|11550000000|1155000000|0|0
CASS|Cardig Aero Services Tbk.|2086950000|2086950000|0|200000
CEKA|Wilmar Cahaya Indonesia Tbk.|595000000|595000000|5000|0
CENT|Centratama Telekomunikasi Indonesia Tbk.|10394488300|1039448830|0|0
CFIN|Clipan Finance Indonesia Tbk.|3984520457|3984520457|128700|0
CINT|Chitose Internasional Tbk.|1000000000|1000000000|0|0
CITA|Cita Mineral Investindo Tbk.|3370734900|3370734900|0|0
CKRA|Cakra Mineral Tbk.|5106021090|5106021090|0|0
CLPI|Colorpak Indonesia Tbk.|306338500|306338500|7200|2700
CMNP|Citra Marga Nusaphala Persada Tbk.|2750000000|2750000000|2600|1500
CMPP|Rimau Multi Putra Pratama Tbk.|216000000|216000000|0|0
CNKO|Exploitasi Energi Indonesia Tbk.|8956361206|8956361206|1200000|200000
CNTB|Saham Seri B ( Centex Tbk )|6500000|6500000|0|0
CNTX|Century Textile Industry Tbk.|3500000|3500000|0|0
COWL|Cowell Development Tbk.|4871214021|4871214021|0|0
CPGT|Citra Maharlika Nusantara Corpora Tbk.|3972222100|3972222100|0|0
CPIN|Charoen Pokphand Indonesia Tbk|16398000000|1639800000|5163871|4895571
CPRO|Central Proteina Prima Tbk.|40470734746|4047073474|0|0
CSAP|Catur Sentosa Adiprana Tbk.|4053052920|4053052920|0|882000
CTBN|Citra Tubindo Tbk.|800371500|800371500|0|0
CTRA|Ciputra Development Tbk.|15425291220|1542529122|3462991|26049683
CTRP|Ciputra Property Tbk.|6315623997|6315623997|300000|1000000
CTRS|Ciputra Surya Tbk.|2033199754|2033199754|15400|0
CTTH|Citatah Tbk.|1230839821|1230839821|0|0
DAJK|Dwi Aneka Jaya Kemasindo Tbk.|2500000000|2500000000|0|30000
DART|Duta Anggada Realty Tbk.|3141390962|3141390962|0|0
DAYA|Duta Intidaya Tbk.|2078439000|2078439000|0|364200
DEFI|Danasupra Erapacific Tbk|676000000|676000000|0|0
DEWA|Darma Henwa Tbk|21853733792|2185373379|0|0
DGIK|Nusa Konstruksi Enjiniring Tbk.|5541165000|5541165000|15826400|135000
DILD|Intiland Development Tbk.|10365854185|1036585418|500300|428800
DKFT|Central Omega Resources Tbk.|5638246600|5638246600|99300|0
DLTA|Delta Djakarta Tbk.|800659050|800659050|0|1000
DMAS|Puradelta Lestari Tbk.|48198111100|4819811110|1110700|12035900
DNAR|Bank Dinar Indonesia Tbk.|2227500000|2227500000|0|0
DNET|Indoritel Makmur Internasional Tbk.|14184000000|1418400000|0|0
DOID|Delta Dunia Makmur Tbk.|8311463732|8311463732|5427800|4904300
DPNS|Duta Pertiwi Nusantara Tbk.|331129952|331129952|0|0
DPUM|Dua Putra Utama Makmur Tbk.|4175000000|4175000000|0|0
DSFI|Dharma Samudera Fishing Industries Tbk.|1857135500|1857135500|0|0
DSNG|Dharma Satya Nusantara Tbk.|10599842400|1059984240|0|0
DSSA|Dian Swastatika Sentosa Tbk|770552320|770552320|0|0
DUTI|Duta Pertiwi Tbk|1850000000|1850000000|0|0
DVLA|Darya-Varia Laboratoria Tbk.|1120000000|1120000000|0|0
DYAN|Dyandra Media International Tbk.|4272964279|4272964279|0|10000
ECII|Electronic City Indonesia Tbk.|1334333000|1334333000|20000|115000
EKAD|Ekadharma International Tbk.|698775000|698775000|441725|55800
