2017-11-29|AALI|Astra Agro Lestari Tbk.|14250
2017-11-29|ABBA|Mahaka Media Tbk.|50
2017-11-29|ACES|Ace Hardware Indonesia Tbk.|1125
2017-11-29|ACST|Acset Indonusa Tbk.|2830
2017-11-29|ADES|Akasha Wira International Tbk.|965
2017-11-29|ADHI|Adhi Karya (Persero) Tbk.|1980
2017-11-29|ADMF|Adira Dinamika Multi Finance Tbk.|7100
2017-11-29|ADMG|Polychem Indonesia Tbk|248
2017-11-29|ADRO|Adaro Energy Tbk.|1725
2017-11-29|AGII|Aneka Gas Industri Tbk.|590
2017-11-29|AGRO|Bank Rakyat Indonesia Agroniaga Tbk.|540
2017-11-29|AGRO-W|Waran Seri II Bank Rakyat Indonesia Agro|420
2017-11-29|AGRS|Bank Agris Tbk.|252
2017-11-29|AHAP|Asuransi Harta Aman Pratama Tbk.|179
2017-11-29|AIMS|Akbar Indo Makmur Stimec Tbk|234
2017-11-29|AISA|Tiga Pilar Sejahtera Food Tbk.|675
2017-11-29|AKKU|Anugerah Kagum Karya Utama Tbk.|55
2017-11-29|AKPI|Argha Karya Prima Industry Tbk.|745
2017-11-29|AKRA|AKR Corporindo Tbk.|6475
2017-11-29|AKSI|Majapahit Inti Corpora Tbk.|302
2017-11-29|ALKA|Alakasa Industrindo Tbk|535
2017-11-29|ALMI|Alumindo Light Metal Industry Tbk.|230
2017-11-29|ALTO|Tri Banyan Tirta Tbk.|550
2017-11-29|AMIN|Ateliers Mecaniques D Indonesie Tbk.|400
2017-11-29|AMRT|Sumber Alfaria Trijaya Tbk.|695
2017-11-29|ANJT|Austindo Nusantara Jaya Tbk.|1200
2017-11-29|ANTM|Aneka Tambang (Persero) Tbk.|650
2017-11-29|APEX|Apexindo Pratama Duta Tbk.|1780
2017-11-29|APIC|Pacific Strategic Financial Tbk.|452
2017-11-29|APII|Arita Prima Indonesia Tbk.|204
2017-11-29|APLI|Asiaplast Industries Tbk.|78
2017-11-29|APLN|Agung Podomoro Land Tbk.|230
2017-11-29|ARMY|Armidian Karyatama Tbk.|192
2017-11-29|ARNA|Arwana Citramulia Tbk.|370
2017-11-29|ARTA|Arthavest Tbk|260
2017-11-29|ARTI|Ratu Prabu Energi Tbk|50
2017-11-29|ARTO|Bank Artos Indonesia Tbk.|165
2017-11-29|ASBI|Asuransi Bintang Tbk.|298
2017-11-29|ASGR|Astra Graphia Tbk.|1340
2017-11-29|ASII|Astra International Tbk.|8375
2017-11-29|ASJT|Asuransi Jasa Tania Tbk.|550
2017-11-29|ASMI|Asuransi Kresna Mitra Tbk.|865
2017-11-29|ASRI|Alam Sutera Realty Tbk.|378
2017-11-29|ASSA|Adi Sarana Armada Tbk.|216
2017-11-29|ATIC|Anabatic Technologies Tbk.|810
2017-11-29|AUTO|Astra Otoparts Tbk.|2240
2017-11-29|BABP|Bank MNC Internasional Tbk.|50
2017-11-29|BACA|Bank Capital Indonesia Tbk.|212
2017-11-29|BACA-W|Waran Seri II Bank Capital Indonesia Tbk|100
2017-11-29|BAJA|Saranacentral Bajatama Tbk.|174
2017-11-29|BALI|Bali Towerindo Sentra Tbk.|1305
2017-11-29|BAPA|Bekasi Asri Pemula Tbk.|100
2017-11-29|BATA|Sepatu Bata Tbk.|550
2017-11-29|BBCA|Bank Central Asia Tbk.|21300
2017-11-29|BBHI|Bank Harda Internasional Tbk.|135
2017-11-29|BBKP|Bank Bukopin Tbk.|570
2017-11-29|BBNI|Bank Negara Indonesia (Persero) Tbk.|8375
2017-11-29|BBRI|Bank Rakyat Indonesia (Persero) Tbk.|3390
2017-11-29|BBTN|Bank Tabungan Negara (Persero) Tbk.|3200
2017-11-29|BBYB|Bank Yudha Bhakti Tbk.|308
2017-11-29|BCIP|Bumi Citra Permai Tbk.|178
2017-11-29|BDMN|Bank Danamon Indonesia Tbk.|5300
2017-11-29|BEKS|Bank Pembangunan Daerah Banten Tbk.|50
2017-11-29|BELL|Trisula Textile Industries Tbk.|197
2017-11-29|BEST|Bekasi Fajar Industrial Estate Tbk.|270
2017-11-29|BFIN|BFI Finance  Indonesia Tbk.|685
2017-11-29|BGTG|Bank Ganesha Tbk.|95
2017-11-29|BHIT|MNC Investama Tbk.|96
2017-11-29|BIKA|Binakarya Jaya Abadi Tbk.|310
2017-11-29|BIMA|Primarindo Asia Infrastructure Tbk.|78
2017-11-29|BINA|Bank Ina Perdana Tbk.|990
2017-11-29|BIPI|Benakat Integra Tbk.|84
2017-11-29|BIPP|Bhuwanatala Indah Permai Tbk.|74
2017-11-29|BIPP-W|Waran Seri III Bhuwanatala Indah Permai|8
2017-11-29|BIRD|Blue Bird Tbk.|3800
2017-11-29|BISI|BISI International Tbk.|1645
2017-11-29|BJBR|Bank Pembangunan Daerah Jawa Barat dan B|2360
2017-11-29|BJTM|Bank Pembangunan Daerah Jawa Timur Tbk.|710
2017-11-29|BKDP|Bukit Darmo Property Tbk|77
2017-11-29|BKSL|Sentul City Tbk.|153
2017-11-29|BKSL-W|Waran Seri I Sentul City Tbk.|58
2017-11-29|BKSW|Bank QNB Indonesia Tbk.|208
2017-11-29|BLTZ|Graha Layar Prima Tbk.|9950
2017-11-29|BMAS|Bank Maspion Indonesia Tbk.|330
2017-11-29|BMRI|Bank Mandiri (Persero) Tbk.|7475
2017-11-29|BMSR|Bintang Mitra Semestaraya Tbk|115
2017-11-29|BMTR|Global Mediacom Tbk.|595
2017-11-29|BNBA|Bank Bumi Arta Tbk.|258
2017-11-29|BNBR|Bakrie & Brothers Tbk|50
2017-11-29|BNGA|Bank CIMB Niaga Tbk.|1220
2017-11-29|BNII|Bank Maybank Indonesia Tbk.|296
2017-11-29|BNLI|Bank Permata Tbk.|630
2017-11-29|BOGA|Bintang Oto Global Tbk.|615
2017-11-29|BOLT|Garuda Metalindo Tbk.|905
2017-11-29|BPII|Batavia Prosperindo Internasional Tbk.|5100
2017-11-29|BRAM|Indo Kordsa Tbk.|8300
2017-11-29|BRMS|Bumi Resources Minerals Tbk.|76
2017-11-29|BRPT|Barito Pacific Tbk.|2220
2017-11-29|BSDE|Bumi Serpong Damai Tbk.|1670
2017-11-29|BSIM|Bank Sinarmas Tbk.|890
2017-11-29|BSSR|Baramulti Suksessarana Tbk.|2510
2017-11-29|BTEK|Bumi Teknokultura Unggul Tbk|110
2017-11-29|BTON|Betonjaya Manunggal Tbk.|118
2017-11-29|BTPN|Bank Tabungan Pensiunan Nasional Tbk.|2380
2017-11-29|BUDI|Budi Starch & Sweetener Tbk.|96
2017-11-29|BUKK|Bukaka Teknik Utama Tbk.|1500
2017-11-29|BULL|Buana Listya Tama Tbk.|175
2017-11-29|BULL-W|Waran Seri II Buana Listya Tama Tbk.|86
2017-11-29|BUMI|Bumi Resources Tbk.|294
2017-11-29|BUVA|Bukit Uluwatu Villa Tbk.|525
2017-11-29|BVIC|Bank Victoria International Tbk.|244
2017-11-29|BWPT|Eagle High Plantations Tbk.|214
2017-11-29|BYAN|Bayan Resources Tbk.|10900
2017-11-29|CANI|Capitol Nusantara Indonesia Tbk.|314
2017-11-29|CASA|Capital Financial Indonesia Tbk.|394
2017-11-29|CASS|Cardig Aero Services Tbk.|770
2017-11-29|CEKA|Wilmar Cahaya Indonesia Tbk.|1300
2017-11-29|CENT|Centratama Telekomunikasi Indonesia Tbk.|90
2017-11-29|CFIN|Clipan Finance Indonesia Tbk.|292
2017-11-29|CINT|Chitose Internasional Tbk.|332
2017-11-29|CKRA|Cakra Mineral Tbk.|70
2017-11-29|CLEO|Sariguna Primatirta Tbk.|820
2017-11-29|CLPI|Colorpak Indonesia Tbk.|890
2017-11-29|CMNP|Citra Marga Nusaphala Persada Tbk.|1520
2017-11-29|CMPP|Rimau Multi Putra Pratama Tbk.|294
2017-11-29|CNKO|Exploitasi Energi Indonesia Tbk.|50
2017-11-29|CNTX|Century Textile Industry Tbk.|486
2017-11-29|COWL|Cowell Development Tbk.|885
2017-11-29|CPIN|Charoen Pokphand Indonesia Tbk|2930
2017-11-29|CPRO|Central Proteina Prima Tbk.|50
2017-11-29|CSAP|Catur Sentosa Adiprana Tbk.|442
2017-11-29|CTRA|Ciputra Development Tbk.|1200
2017-11-29|CTTH|Citatah Tbk.|87
2017-11-29|DART|Duta Anggada Realty Tbk.|320
2017-11-29|DAYA|Duta Intidaya Tbk.|191
2017-11-29|DEFI|Danasupra Erapacific Tbk|695
2017-11-29|DEWA|Darma Henwa Tbk|50
2017-11-29|DGIK|Nusa Konstruksi Enjiniring Tbk.|61
2017-11-29|DILD|Intiland Development Tbk.|378
2017-11-29|DKFT|Central Omega Resources Tbk.|408
2017-11-29|DMAS|Puradelta Lestari Tbk.|173
2017-11-29|DNET|Indoritel Makmur Internasional Tbk.|2150
2017-11-29|DOID|Delta Dunia Makmur Tbk.|800
2017-11-29|DPNS|Duta Pertiwi Nusantara Tbk.|398
2017-11-29|DPUM|Dua Putra Utama Makmur Tbk.|280
2017-11-29|DSFI|Dharma Samudera Fishing Industries Tbk.|115
2017-11-29|DSNG|Dharma Satya Nusantara Tbk.|474
2017-11-29|DSSA|Dian Swastatika Sentosa Tbk|13900
2017-11-29|DYAN|Dyandra Media International Tbk.|59
2017-11-29|ECII|Electronic City Indonesia Tbk.|640
2017-11-29|EKAD|Ekadharma International Tbk.|685
2017-11-29|ELSA|Elnusa Tbk.|390
2017-11-29|ELTY|Bakrieland Development Tbk.|50
2017-11-29|EMDE|Megapolitan Developments Tbk.|284
2017-11-29|EMTK|Elang Mahkota Teknologi Tbk.|9225
2017-11-29|ENRG|Energi Mega Persada Tbk.|98
2017-11-29|ERAA|Erajaya Swasembada Tbk.|710
2017-11-29|ERTX|Eratex Djaja Tbk.|133
2017-11-29|ESSA|Surya Esa Perkasa Tbk.|198
2017-11-29|ESTI|Ever Shine Tex Tbk.|84
2017-11-29|EXCL|XL Axiata Tbk.|3020
2017-11-29|FASW|Fajar Surya Wisesa Tbk.|5275
2017-11-29|FINN|First Indo American Leasing Tbk.|172
2017-11-29|FIRE|Alfa Energi Investama Tbk.|1505
2017-11-29|FIRE-W|Waran Seri I Alfa Energi Investama Tbk.|650
2017-11-29|FMII|Fortune Mate Indonesia Tbk|540
2017-11-29|FORZ|Forza Land Indonesia Tbk.|765
2017-11-29|FPNI|Lotte Chemical Titan Tbk.|186
2017-11-29|FREN|Smartfren Telecom Tbk.|50
2017-11-29|GAMA|Gading Development Tbk.|50
2017-11-29|GDST|Gunawan Dianjaya Steel Tbk.|86
2017-11-29|GGRM|Gudang Garam Tbk.|79850
2017-11-29|GIAA|Garuda Indonesia (Persero) Tbk.|328
2017-11-29|GJTL|Gajah Tunggal Tbk.|740
2017-11-29|GMFI|Garuda Maintenance Facility Aero Asia Tb|356
2017-11-29|GOLL|Golden Plantation Tbk.|109
